marka,model,cins,renk,numaralar,IMG_url,SKU,url,ozelliker,aciklama,eski_fiyat,yeni_fiyat
adidas,adidas PW TENNIS HU,"
                                    ACHTUNG: Männergrößen","['adidas PW TENNIS HU tech beige/tech beige/chalk white', 'adidas PW TENNIS HU carbon/carbon/chalk white', 'adidas PW TENNIS HU linen/linen/chalk white', 'adidas PW TENNIS HU TACTILE ROSE F17/TACTILE ROSE F17/RAW PINK F15', 'adidas PW TENNIS HU FTWR WHITE/FTWR WHITE/TACTILE BLUE S17', 'adidas PW TENNIS HU LINEN GREEN S17/LINEN GREEN S17/TACTILE GREEN S17', 'adidas PW TENNIS HU GREY ONE F17/GREY ONE F17/chalk white', 'adidas PW TENNIS HU FTWR WHITE/FTWR WHITE/RAW PINK F15']","['47 1/3', '48 2/3']",https://kickz.akamaized.net/de/media/images/p/600/adidas-PW_TENNIS_HU-FTWR_WHITE_FTWR_WHITE_RAW_PINK_F15-1.jpg,CP9763,https://www.kickz.com/de/adidas-sneakers-low-pw-tennis-hu-ftwr_white_ftwr_white_raw_pink_f15-130057001, Textile Textile Leather Synthetic,"

Der Low-Top „Superstar“ entstand aus dem „Supergrip“ und war der erste Basketball Sneaker, der komplett aus echtem Leder gefertigt wurde. Dadurch, und durch die Zehenkappen aus Gummi (daher der Spitzname „shell toes“), waren die Schuhe widerstandsfähiger und dank des in die Sohlen integrierten Herringbone (Fischgräten)-Systems sehr rutschfest. Ab Mitte der 70er spielten gut 75 Prozent der NBA-Spieler in „Superstars“ und in 1976 unterschrieb niemand geringerer als Kareem Abdul-Jabbar einen Vertrag mit Adidas. Abdul-Jabbar, seines Zeichens NBA All-time Leader für erzielte Punkte, machte damit die Marke Adidas und die „Superstars“ genau so berühmt wie seinen Signature Move – den „sky hook“. Von da an bis Mitte der 80er war die Firma mit den drei Streifen das Nonplusultra in der NBA, es hieß – all adidas everything!","
                99,95 €","69,99"
adidas,adidas PW TENNIS HU,"
                                    ACHTUNG: Männergrößen","['adidas PW TENNIS HU tech beige/tech beige/chalk white', 'adidas PW TENNIS HU carbon/carbon/chalk white', 'adidas PW TENNIS HU linen/linen/chalk white', 'adidas PW TENNIS HU TACTILE ROSE F17/TACTILE ROSE F17/RAW PINK F15', 'adidas PW TENNIS HU FTWR WHITE/FTWR WHITE/TACTILE BLUE S17', 'adidas PW TENNIS HU LINEN GREEN S17/LINEN GREEN S17/TACTILE GREEN S17', 'adidas PW TENNIS HU GREY ONE F17/GREY ONE F17/chalk white', 'adidas PW TENNIS HU FTWR WHITE/FTWR WHITE/RAW PINK F15']",['47 1/3'],https://kickz.akamaized.net/de/media/images/p/600/adidas-PW_TENNIS_HU-FTWR_WHITE_FTWR_WHITE_TACTILE_BLUE_S17-1.jpg,BY8718,https://www.kickz.com/de/adidas-sneakers-low-pw-tennis-hu-ftwr_white_ftwr_white_tactile_blue_s17-130057003, Textile Textile Leather Synthetic,"

Der Low-Top „Superstar“ entstand aus dem „Supergrip“ und war der erste Basketball Sneaker, der komplett aus echtem Leder gefertigt wurde. Dadurch, und durch die Zehenkappen aus Gummi (daher der Spitzname „shell toes“), waren die Schuhe widerstandsfähiger und dank des in die Sohlen integrierten Herringbone (Fischgräten)-Systems sehr rutschfest. Ab Mitte der 70er spielten gut 75 Prozent der NBA-Spieler in „Superstars“ und in 1976 unterschrieb niemand geringerer als Kareem Abdul-Jabbar einen Vertrag mit Adidas. Abdul-Jabbar, seines Zeichens NBA All-time Leader für erzielte Punkte, machte damit die Marke Adidas und die „Superstars“ genau so berühmt wie seinen Signature Move – den „sky hook“. Von da an bis Mitte der 80er war die Firma mit den drei Streifen das Nonplusultra in der NBA, es hieß – all adidas everything!","
                99,95 €","69,99"
adidas,adidas PW TENNIS HU,"
                                    ACHTUNG: Männergrößen","['adidas PW TENNIS HU tech beige/tech beige/chalk white', 'adidas PW TENNIS HU carbon/carbon/chalk white', 'adidas PW TENNIS HU linen/linen/chalk white', 'adidas PW TENNIS HU TACTILE ROSE F17/TACTILE ROSE F17/RAW PINK F15', 'adidas PW TENNIS HU FTWR WHITE/FTWR WHITE/TACTILE BLUE S17', 'adidas PW TENNIS HU LINEN GREEN S17/LINEN GREEN S17/TACTILE GREEN S17', 'adidas PW TENNIS HU GREY ONE F17/GREY ONE F17/chalk white', 'adidas PW TENNIS HU FTWR WHITE/FTWR WHITE/RAW PINK F15']","['46', '46 2/3']",https://kickz.akamaized.net/de/media/images/p/600/adidas-PW_TENNIS_HU-LINEN_GREEN_S17_LINEN_GREEN_S17_TACTILE_GREEN_S17-1.jpg,CP9765,https://www.kickz.com/de/adidas-sneakers-low-pw-tennis-hu-linen_green_s17_linen_green_s17_tactile_green_s17-130057007, Textile Textile Leather Synthetic,"

Der Low-Top „Superstar“ entstand aus dem „Supergrip“ und war der erste Basketball Sneaker, der komplett aus echtem Leder gefertigt wurde. Dadurch, und durch die Zehenkappen aus Gummi (daher der Spitzname „shell toes“), waren die Schuhe widerstandsfähiger und dank des in die Sohlen integrierten Herringbone (Fischgräten)-Systems sehr rutschfest. Ab Mitte der 70er spielten gut 75 Prozent der NBA-Spieler in „Superstars“ und in 1976 unterschrieb niemand geringerer als Kareem Abdul-Jabbar einen Vertrag mit Adidas. Abdul-Jabbar, seines Zeichens NBA All-time Leader für erzielte Punkte, machte damit die Marke Adidas und die „Superstars“ genau so berühmt wie seinen Signature Move – den „sky hook“. Von da an bis Mitte der 80er war die Firma mit den drei Streifen das Nonplusultra in der NBA, es hieß – all adidas everything!","
                99,95 €","69,99"
nike,nike ZOOM SHIFT,"
                                    ACHTUNG: Männergrößen","['nike ZOOM SHIFT WHITE/REFLECT SILVER', 'nike ZOOM SHIFT UNIVERSITY RED/WHITE-BLACK', 'nike ZOOM SHIFT BLACK/REFLECT SILVER', 'nike ZOOM SHIFT BLACK/ANTHRACITE-UNIVERSITY RED']","['40', '40 1/2', '41', '42', '42 1/2', '43', '44', '44 1/2', '45', '45 1/2', '46', '47', '47 1/2']",https://kickz.akamaized.net/de/media/images/p/600/nike-ZOOM_SHIFT-BLACK_ANTHRACITE_UNIVERSITY_RED-1.jpg,897653-003,https://www.kickz.com/de/nike-sneakers-low-zoom-shift-black_anthracite_university_red-129796001, leder/synthetik,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                99,95 €","69,99"
adidas,adidas PW TENNIS HU,"
                                    ACHTUNG: Männergrößen","['adidas PW TENNIS HU tech beige/tech beige/chalk white', 'adidas PW TENNIS HU carbon/carbon/chalk white', 'adidas PW TENNIS HU linen/linen/chalk white', 'adidas PW TENNIS HU TACTILE ROSE F17/TACTILE ROSE F17/RAW PINK F15', 'adidas PW TENNIS HU FTWR WHITE/FTWR WHITE/TACTILE BLUE S17', 'adidas PW TENNIS HU LINEN GREEN S17/LINEN GREEN S17/TACTILE GREEN S17', 'adidas PW TENNIS HU GREY ONE F17/GREY ONE F17/chalk white', 'adidas PW TENNIS HU FTWR WHITE/FTWR WHITE/RAW PINK F15']","['41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3']",https://kickz.akamaized.net/de/media/images/p/600/adidas-PW_TENNIS_HU-TACTILE_ROSE_F17_TACTILE_ROSE_F17_RAW_PINK_F15-1.jpg,BY8715,https://www.kickz.com/de/adidas-sneakers-low-pw-tennis-hu-tactile_rose_f17_tactile_rose_f17_raw_pink_f15-130057009, Textile Textile Leather Synthetic,"

Der Low-Top „Superstar“ entstand aus dem „Supergrip“ und war der erste Basketball Sneaker, der komplett aus echtem Leder gefertigt wurde. Dadurch, und durch die Zehenkappen aus Gummi (daher der Spitzname „shell toes“), waren die Schuhe widerstandsfähiger und dank des in die Sohlen integrierten Herringbone (Fischgräten)-Systems sehr rutschfest. Ab Mitte der 70er spielten gut 75 Prozent der NBA-Spieler in „Superstars“ und in 1976 unterschrieb niemand geringerer als Kareem Abdul-Jabbar einen Vertrag mit Adidas. Abdul-Jabbar, seines Zeichens NBA All-time Leader für erzielte Punkte, machte damit die Marke Adidas und die „Superstars“ genau so berühmt wie seinen Signature Move – den „sky hook“. Von da an bis Mitte der 80er war die Firma mit den drei Streifen das Nonplusultra in der NBA, es hieß – all adidas everything!","
                99,95 €","69,99"
k1x,k1x mtp le,"
                                    ACHTUNG: Männergrößen",['k1x mtp le honey/weiß'],"['40 1/2', '41', '42 1/2']",https://kickz.akamaized.net/de/media/images/p/600/k1x-mtp_le-honey_white-1.jpg,1000-0172/7100,https://www.kickz.com/de/k1x-sneakers-low-mtp-le-honey_weiss-105953100, leder,"

Neben Performance Sportswear produziert k1X auch Streetwear, mit der man sich auch Off-Court als Basketballer zeigen kann. Die Nation of Hoop bleibt dabei stets Dreh- und Angelpunkt einer jeden Kollektion. Schließlich lautet das Motto der Brand „By ballers for ballers“. Die Jeans, Jacken oder Pullover sind daher häufig mit Motiven ausgestattet, die direkt vom Hardwood inspiriert sind. Dazu entwerfen die Designer auch reichlich Schuhe für die Freizeit. Modelle wie der Meet the parents, Lazy Layup oder H1ke sind absolute Klassiker der Brand und heute aus der Streetwear nicht mehr wegzudenken. Dadurch ist K1X nicht nur bei Basketballern beliebt, sondern hat sich im gesamten Lifestyle-Sektor etabliert. Inzwischen sogar im Kühlregal: 2009 wurde ein eigener Energy Drink eingeführt. Nicht zuletzt durch Innovationen wie diese und ebenso starke Designs hat sich K1X zu einem der größten Player auf dem Basketballmarkt entwickelt.","
                89,85 €","59,90"
reebok,reebok CL LEATHER SG,"
                                    ACHTUNG: Männergrößen","['reebok CL LEATHER SG BLACK/CHALK-GUM', 'reebok CL LEATHER SG SAND STONE/CHALK-GUM']","['40', '41', '42', '44', '45 1/2']",https://kickz.akamaized.net/de/media/images/p/600/reebok-CL_LEATHER_SG-SAND_STONE_CHALK_GUM-1.jpg,BS7893,https://www.kickz.com/de/reebok-sneakers-low-cl-leather-sg-sand_stone_chalk_gum-128684003, LEATHER LOW ATHLETIC," ist eines der ältesten Unternehmen der Sportartikelindustrie und steht bis heute für ständig neue Innovationen. 1895 wurde die Firma als Familienbetrieb J.W.  Fosters and sons in Großbritannien gegründet. Vor allem mit der Entwicklung von Laufschuhen war das Unternehmen damals erfolgreich. 1958 benannten zwei Enkel von Foster die Firma in Reebok um. Weltweit beliebt wurde Reebok jedoch erst 1982, als der Frauen-Aerobic-Schuh ","
                89,95 €","62,99"
adidas,adidas TUBULAR INVADER STR,"
                                    ACHTUNG: Kindergrößen","['adidas TUBULAR INVADER STR TRACE BLUE F17/TRACE BLUE F17/FTWR WHITE', 'adidas TUBULAR INVADER STR CORE BLACK/CORE BLACK/FTWR WHITE']","['36', '38', '40', '36 2/3', '38 2/3', '39 1/3']",https://kickz.akamaized.net/de/media/images/p/600/adidas-TUBULAR_INVADER_STR-CORE_BLACK_CORE_BLACK_FTWR_WHITE-1.jpg,BZ0302,https://www.kickz.com/de/adidas-sneakers-low-tubular-invader-str-core_black_core_black_ftwr_white-130076001," Leather,Synthetic Synthetic,Textile Textile Rubber","

Der Low-Top „Superstar“ entstand aus dem „Supergrip“ und war der erste Basketball Sneaker, der komplett aus echtem Leder gefertigt wurde. Dadurch, und durch die Zehenkappen aus Gummi (daher der Spitzname „shell toes“), waren die Schuhe widerstandsfähiger und dank des in die Sohlen integrierten Herringbone (Fischgräten)-Systems sehr rutschfest. Ab Mitte der 70er spielten gut 75 Prozent der NBA-Spieler in „Superstars“ und in 1976 unterschrieb niemand geringerer als Kareem Abdul-Jabbar einen Vertrag mit Adidas. Abdul-Jabbar, seines Zeichens NBA All-time Leader für erzielte Punkte, machte damit die Marke Adidas und die „Superstars“ genau so berühmt wie seinen Signature Move – den „sky hook“. Von da an bis Mitte der 80er war die Firma mit den drei Streifen das Nonplusultra in der NBA, es hieß – all adidas everything!","
                89,95 €","62,99"
nike,nike AIR WOVEN PRM,"
                                    ACHTUNG: Männergrößen","['nike AIR WOVEN PRM BLACK/WHITE-DARK GREY-WOLF GREY', 'nike AIR WOVEN PRM BINARY BLUE/WHITE-GREEN ABYSS']","['40', '41', '42 1/2', '44', '45', '46']",https://kickz.akamaized.net/de/media/images/p/600/nike-AIR_WOVEN_PRM-BLACK_WHITE_DARK_GREY_WOLF_GREY-1.jpg,898028-002,https://www.kickz.com/de/nike-sneakers-low-air-woven-prm-black_white_dark_grey_wolf_grey-127413003, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                159,95 €","111,99"
nike,nike WMNS AIR MAX 90,"
                                    ACHTUNG: Frauengrößen","['nike WMNS AIR MAX 90 SUNSET GLOW/SUNSET TINT-GUM LIGHT BROWN', 'nike WMNS AIR MAX 90 BINARY BLUE/OATMEAL-WHITE', 'nike WMNS AIR MAX 90 SAIL/RADIANT EMERALD-BLACK-BLUE NEBULA', 'nike WMNS AIR MAX 90 RED STARDUST/TAUPE GREY-SILT RED-WHITE', 'nike WMNS AIR MAX 90 OATMEAL/WHITE-GUM LIGHT BROWN', 'nike WMNS AIR MAX 90 WOLF GREY/WHITE-BLACK-WHITE', 'nike WMNS AIR MAX 90 LT OREWOOD BRN/SAIL-COBBLESTONE-WHITE', 'nike WMNS AIR MAX 90 BLACK/PALM GREEN-WHITE-METALLIC SILVER', 'nike WMNS AIR MAX 90 COOL GREY/WOLF GREY-ANTHRACITE-WHITE', 'nike WMNS AIR MAX 90 PARTICLE BEIGE/MOON PARTICLE-GUNSMOKE', 'nike WMNS AIR MAX 90 WHITE/WHITE-WOLF GREY-BLACK', 'nike WMNS AIR MAX 90 LIGHT BONE/MUSHROOM-PARTICLE PINK-WHITE', 'nike WMNS AIR MAX 90 RIVER ROCK/SIREN RED-DARK STUCCO-WHITE']","['36', '36 1/2', '38', '38 1/2', '40']",https://kickz.akamaized.net/de/media/images/p/600/nike-WMNS_AIR_MAX_90-LT_OREWOOD_BRN_SAIL_COBBLESTONE_WHITE-1.jpg,325213-129,https://www.kickz.com/de/nike-sneakers-low-wmns-air-max-90-lt_orewood_brn_sail_cobblestone_white-905976011, leder/synthetik,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                139,95 €","97,99"
adidas,adidas NMD_R2 PK,"
                                    ACHTUNG: Männergrößen","['adidas NMD_R2 PK FTWR WHITE/FTWR WHITE/CORE BLACK', 'adidas NMD_R2 PK CORE BLACK/CORE BLACK/FTWR WHITE', 'adidas NMD_R2 PK SHOCK PINK S16/SHOCK PINK S16/CORE BLACK']","['40', '40 2/3', '41 1/3', '42', '42 2/3', '44', '44 2/3', '48 2/3', '49 1/3']",https://kickz.akamaized.net/de/media/images/p/600/adidas-NMD_R2_PK-FTWR_WHITE_FTWR_WHITE_CORE_BLACK-1.jpg,BY9410,https://www.kickz.com/de/adidas-sneakers-low-nmd-r2-pk-ftwr_white_ftwr_white_core_black-124995006," Textile,Leather Textile Synthetic Rubber","

Der Low-Top „Superstar“ entstand aus dem „Supergrip“ und war der erste Basketball Sneaker, der komplett aus echtem Leder gefertigt wurde. Dadurch, und durch die Zehenkappen aus Gummi (daher der Spitzname „shell toes“), waren die Schuhe widerstandsfähiger und dank des in die Sohlen integrierten Herringbone (Fischgräten)-Systems sehr rutschfest. Ab Mitte der 70er spielten gut 75 Prozent der NBA-Spieler in „Superstars“ und in 1976 unterschrieb niemand geringerer als Kareem Abdul-Jabbar einen Vertrag mit Adidas. Abdul-Jabbar, seines Zeichens NBA All-time Leader für erzielte Punkte, machte damit die Marke Adidas und die „Superstars“ genau so berühmt wie seinen Signature Move – den „sky hook“. Von da an bis Mitte der 80er war die Firma mit den drei Streifen das Nonplusultra in der NBA, es hieß – all adidas everything!","
                179,95 €","125,99"
jordan,jordan AIR JORDAN 1 RETRO HI PREM BG,"
                                    ACHTUNG: Kindergrößen","['jordan AIR JORDAN 1 RETRO HI PREM BG RIVER ROCK/BLACK-UNIVERSITY RED-WHITE', 'jordan AIR JORDAN 1 RETRO HI PREM BG WOLF GREY/DARK GREY-WHITE-UNIVERSITY RED', 'jordan AIR JORDAN 1 RETRO HI PREM BG GYM RED/WHITE-TEAM RED-WHITE']","['35+', '36', '36+', '37+', '38', '38+', '39', '40']",https://kickz.akamaized.net/de/media/images/p/600/AIR_JORDAN_1_RETRO_HI_PREM_BG-RIVER_ROCK_BLACK_UNIVERSITY_RED_WHITE-1.jpg,822858-032,https://www.kickz.com/de/jordan-sneakers-low-air-jordan-1-retro-hi-prem-bg-river_rock_black_university_red_white-121218002, leder/synthetik,"
In Jordans Rookie-Saison erkannte die Basketballwelt schnell, mit wem sie es  zu tun hat. Er war nicht nur ein faszinierender Spieler, sein sympathisches Lächeln und charismatische Persönlichkeit zog die Menschen in seinen Bann - er war der perfekte Werbeträger. Das wusste auch Nike. Die Marke brauchte einen Kick-Starter und fand in Jordan einen Raketenantrieb.","
                119,95 €","83,99"
adidas,adidas NMD_R2 PK,"
                                    ACHTUNG: Männergrößen","['adidas NMD_R2 PK FTWR WHITE/FTWR WHITE/CORE BLACK', 'adidas NMD_R2 PK CORE BLACK/CORE BLACK/FTWR WHITE', 'adidas NMD_R2 PK SHOCK PINK S16/SHOCK PINK S16/CORE BLACK']","['40', '40 2/3', '41 1/3', '42', '43 1/3', '44', '44 2/3', '49 1/3']",https://kickz.akamaized.net/de/media/images/p/600/adidas-NMD_R2_PK-CORE_BLACK_CORE_BLACK_FTWR_WHITE-1.jpg,BY9409,https://www.kickz.com/de/adidas-sneakers-low-nmd-r2-pk-core_black_core_black_ftwr_white-124995004," Textile,Leather Textile Synthetic Rubber","

Der Low-Top „Superstar“ entstand aus dem „Supergrip“ und war der erste Basketball Sneaker, der komplett aus echtem Leder gefertigt wurde. Dadurch, und durch die Zehenkappen aus Gummi (daher der Spitzname „shell toes“), waren die Schuhe widerstandsfähiger und dank des in die Sohlen integrierten Herringbone (Fischgräten)-Systems sehr rutschfest. Ab Mitte der 70er spielten gut 75 Prozent der NBA-Spieler in „Superstars“ und in 1976 unterschrieb niemand geringerer als Kareem Abdul-Jabbar einen Vertrag mit Adidas. Abdul-Jabbar, seines Zeichens NBA All-time Leader für erzielte Punkte, machte damit die Marke Adidas und die „Superstars“ genau so berühmt wie seinen Signature Move – den „sky hook“. Von da an bis Mitte der 80er war die Firma mit den drei Streifen das Nonplusultra in der NBA, es hieß – all adidas everything!","
                179,95 €","125,99"
